,text,class
3892,"The seat is well made and the latch system works well if your car has the bails under the seat for the latch clips.<br /><br />The cloth covering is not very well fitted, so it interferes with opening the storage compartment.<br /><br />One of the manufacturer's pictures showed the seat with cloth arm covers. The others didn't. Mine didn't come with any. The problem is in a hot car, the arms get too hot to touch. So I guess I'll put some socks on them. If I had to get it again, I'd get something else because of that issue.",X_train
3893,"I suffer from chronic constipation. This product is great for relief in up to 6 hours. No cramping, no achy feeling and relief is complete. I don't have to take it daily even though its recommended daily dosage, but when I do, overnight, I can depend on early morning relief.    I've always ordered from Uncle Lee's site but for some reason the site doesn't respond or process orders. And I've never seen this great price for multiple boxes.",X_train
3894,"This was expensive for a changing pad cover, but it was the color I needed so I figured I would give it a try.  It is not made of soft fabric or velour like most covers are, it is rough and feels paper-like.  Definitely not worth the money.",X_train
3895,this stuff does not taste like an authentic miso salad dressing - way too sweet.  Must be all that high fructose corn syrup.,X_train
3896,"I have been enjoying Choice Irish Breakfast tea and purchased this one to try when it was on sale at my local Kimberton Whole Foods.  This tea has made me a fan of Oolong!  I get two 12oz cups out of each bag, brewing the first one for 3 minutes and the second for 4.  I drink the first with no sweetener as I'm trying to keep my sugar consumption down.  The second is slightly tannic so I use 1/2 tsp of honey and it's delicious.  I wouldn't put milk in this as that would overwhelm the delicate flavor.<br /><br />I like that Choice teas are organic and fair trade.  I saw that some reviewers complained about the bags breaking and one mentioned that the string was stapled.  The bags I just purchased are stitched and seem very secure so maybe Choice took a note from some of the other reviewers and changed their construction.<br /><br />I make no claim to be a tea connoisseur but I'd say this is moderately priced for a premium tea and a good choice for enjoying every day.",X_train
3897,I ordered this sampler pack as I prefer decaf coffee and wanted to try several types without having to order via the large boxes for each type.  It comes in a brown paper sack if that matters to you (it doesn't matter to me).  I got my order in 2 days and I got a very nice sampling of 11 types of decaf coffee k cups.  All of them were well within the &#34;use by&#34; dates.  The k cups were all in good condition.  I would happily order this again.,X_train
3898,"This is the 2nd Levana monitor that I've had and, just like with my first one, it has several annoying issues.  Number one: the picture freezes ALL THE TIME. Not just the standard way when there's no movement. NO. Like when I hold and kiss the baby, put her in her crib, rub her tummy a minute, walk into my room, look at the monitor and the picture is a fractured image of me holding her from 5 minutes ago! Restarting the unit doesn't always fix this issue. And it happens ALL THE TIME. My other Levana model did the same thing.  Number two: The rotation of the camera is horrible. It takes so many readjustments and weird placements to finally get a good angle for a picture. The other Levana camera that I have is able to rotate in every direction, so you simply hang it once and point the camera. Sounds simple, doesn't it? Why on earth they changed their GOOD product to the horribly limited one they have now, i have no idea.  Number three: the parent-end unit BEEPS loudly whenever you turn it on. Super annoying. Even more annoying when you pair it with the next thing on my list...  Number four: THERE IS NO MUTE! Let's face it, sometimes your kid just makes noise and there's no reason to mess with them, especially when you can SEE that they're fine. And it's 2am and you want to go back to sleep. But there's no mute on your monitor... if you turn the monitor off, then the next time you want to check on the baby IT WILL BEEP AND WAKE YOUR PARTNER UP. So you can't turn it off. But you can't sleep with that noisy baby chatter. So you bury it under the blankets and TRY to sleep. Does this sound the like kind of regular procedure you should have to perform with a device that costs as much as this one? NO!!  DEAR LEVANA: for goodness sakes, PLEASE figure out how to make a product with more efficient video quality and PUT A FRICKING MUTE FEATURE on your products!!  As for the \\""good\\"" parts about this product - the music playing and talking to baby features are great. I love being able to see the actual temperature of the baby's room at all times. And the parent hand-unit is pretty self-explanatory, which is nice. It even has a stand on the back, which was a big complaint of mine on my previous Levana monitor.  In spite of the things i hate about this monitor, i still use it. So i guess it's not all that bad. But it's FAR from perfect.",X_train
3899,"Looks better in the picture. It doesn't really have a lot of structure so more floppy than i thought. Things fall out easily. You have to tie it off to get stuff to stay. It works, I just thought there was a little elastic in the top part area but there isnt.",X_train
3900,"Spelt is lower in gluten than regular \\""wheat\\"" and a lot of people can eat spelt but cannot tolerate wheat.  I am one of those people. The first time I bought these noodles from a local store I was amazed at how delicious they were - like really good homemade noodles without the mess of making them!  I found the cooking time to be a bit longer than the recommendation on the package, but you also need to watch them so you don't overcook them.<br /><br />Yes, they are a bit pricey, but I think they are worth the cost.  If you belong to Amazon Prime you don't have to worry about shipping charges and that makes them a better buy.<br /><br />Berlin bakery also makes a wonderful, thick, homemade style spelt sourdough bread.  If you can find it anywhere I recommend it also.",X_train
3901,I received this item and it was already open and broken into pieces.  It made a mess,X_train
3902,"This a great little mirror to use in the car.  I did find it a little difficult to attach to the seat.  After I figured out how to attach it to the seat, I am very pleased with the mirror.  I would recommend this mirror to anyone.",X_train
3903,"I was curious about these, and so I bought the least expensive selection of them.  First of all, it's a ridiculous price for what you get.  I'm sure that the reviewer who said that you can buy this for a couple of dollars at a big-box store is right.  But worse:  the candy is so stale it's hard and crumbly.  This stuff should have been thrown out.  That's what I did with it.  A complete waste of money.",X_train
3904,"I started using this product at my 4th month because I was having lots of trouble with my back pain & laying on my side.  After using it for a week or two the part that's under your belly got flat.  It really didn't work that great once that part is flat!  Also if you toss & turn a lot like me the velcro strip will probably come undone or the pillow might fold & the velcro touch your skin, ouch!!!  Now I'm in my 5th month & I'm getting more used to sleeping on my side, I still use this because it does give me some help with my back but if it isn't positioned just right it falls off my bed.  I have tried folding it and putting the wedge behind my back & that helps but of corse it does fall off the bed.",X_train
3905,"Seasonings are pre packed, just weigh out meat and mix, follow directions on packet, package meat accordingly and prepare after ageing",X_train
3906,"These are the best. They have great butterscotch Flavor, they also have twitched ends on the wrapper making them easy open.",X_train
3907,"Twins didn't really use them, because when the bottles were in the props, they were too heavy on their faces, and they'd spit the bottle out.",X_train
3908,got the scratches out of my toilet in seconds after trying to use a hanger to remove a clog,X_train
3909,"I'm not surprised that my first Amazon review revolves around coffee.<br /><br />I was spending way too much money on chain brand pumpkin spice lattes, so I decided to give this product a try. I received it yesterday, and 4 cups of coffee later I think I'm hooked. Personally, I like that it's not too sweet so I can control how sweet I want it with extra sugar/sweetener. I think, in terms of flavor intensity, 1 pump goes well with 8-10oz of coffee. Add in 1-2 packs of sweetener and it has a very similar taste to coffee shop pumpkin spice.<br /><br />I was torn between this flavor and pumpkin spice, so I'm curious as to the flavor difference between the two. I might get the holiday syrup pack, and if I do, I'll update my review with a comparison.",X_train
3910,"The price is pretty high, but I was sick and needed it asap. I'm not big on menthol taste, but wow, does it work on those sinuses! And, after all, that was the goal!",X_train
3911,I love this fruity smooth rich coffee.The pods are very convenient  to serve and environment friendly what is very important to me.,X_train
3912,"Absolutely love this!!! It is compact, lightweight, and folds up for easy travel and storage. We've been using it quite a bit for the last week and the batteries are holding up well.",X_train
3913,This one is very good but I prefer the intense (blue) type.  I recommend also the &#34;Intense&#34; expresso if your going to add any cream.,X_train
3914,"Love the espresso pod, but the milk pod is not good as it seems to be outdated or spoiled at times.",X_train
3915,"disappointing flavor--Totally agree with citygirl.  I love lime and you just can't find it.<br /><br />and only .4 pound for almost $9?  It's a rip-off, in my opinion.<br /><br />AND it's only available as an add on item when it is that expensive?  What is with THAT, Amazon.com?",X_train
3916,This item is great.  My baby is 6 weeks old and I love the rigid lining which creates a 'pocket' that I can look down and see him to help him get latched on--he still can't quite make the latch on his own.  If I try to use just a regular blanket I end up throwing it off in frustration till after he's started suckling.  I also use this when pumping at work.  There's a couch in the bathroom but this allows me to get everything setup without hanging out for everyone to see.,X_train
3917,"My 11-month old will not sleep well in a Pack n Play.  In addition, Pack n Plays are too heavy and big for air travel.  So, I decided to buy the Bjorn Travel Crib Light 2 despite its price (only slightly cheaper than my actual crib).  For the past two days my baby has taken her naps in the Bjorn crib and really likes it!  I was very skeptical because she loves her crib, and does not  sleep well anywhere else.  So, much to my surprise, my baby did take her usual 2-hour nap in the Bjorn crib.  She also played in it for a good 25 minutes without crying to get out!  So, this travel crib would be just perfect, EXCEPT for the non-mesh sides, which are somewhat unsettling to me.  They say the sides are breathable, but honestly, I don't think they are. I put my mouth against the fabric and could not really breath well,  and I am in my mid thirties! So I am not sure how they say babies can breath. I did a research and could not find any negative feedback (only one here) with bad experiences about this concern, so I guess statistics show that the bottom fabric is not really an issue.  I just wish Bjorn would improve the fabric in the bottom part of the crib in the future.",X_train
3918,"What I received says &#34;premium blend&#34; on the label. This coffee contains &#34;cocoa flavor, butter flavor, and coffee flavor.&#34; Coffee flavor?! I intended to use this coffee to make traditional Vietnamese coffee with my phin coffee maker. This coffee will not produce it; rather, it tastes like some cheap flavored instant coffee, not able to stand up to the sweet condensed milk that is also part of the traditional drink. I wouldn't recommend this coffee to anybody.",X_train
3919,"I love my keurig except for the fact that my favorite coffee isn't made in the k-cup style. Well, Problem Solved. These work great, every now and then a flake gets through but none the less a great quality product. I have bought three more sets to give as gifts.",X_train
3920,"These are very poor quality and design. It is difficult for an adult to open the correct way. I broke it while trying to open it, and my son easily pulled them off the cabinets.",X_train
3921,"I received this yesterday. Really speedy delivery. I was eager to see what it looked like when I opened it because it wasn't my first choice because I wanted bright colors for my unborn baby girl. The colors are gorgeous in person! They are not pale like I was scared of. The carrier came already put together and the stroller was easy to put together except for a little stubborn screw thingy but we got it in. The carrier DOES come with a base. I was nervous because it doesn't mention it in the description. All in all I am so happy I went with this. Just so you know, I've been researching strollers for like 3 months cause I didn't want to pay alot for one but I didn't want a bad quality one either. This is simply awesome!!",X_train
3922,"I didn't know what I was getting when I ordered these.  I ordered them because they were on a good sale.  I thought maybe they were some sort of chocolate, but they turned out to taste a lot like Good N Plenty's.  Overall they taste fine, but 6.6 pounds is going to last a looong time.",X_train
3923,"Great edge protector. Not too big, not too small, perfect size. The gluing mechanism that's included is very strong.",X_train
3924,"I really enjoy this tea.  I still don't understand their spicy version though as I think the original is richer and just as spicy. This is a concentrate that comes in a 1/2 gal jug which you can add to steamed milk.<br /><br />There is also a dehydrated form which you only need add hot water.  That is much more expensive, but good for taking to the office or on the road.",X_train
3925,"My guy told me he wanted something sweet, tender and hot. I knew exactly what he meant so I ordered him this outstanding jerky. He loved it so much that I'm already back to order him more. He is a jerky expert and he judged this jerky &#34;perfect.&#34; If you are in doubt about ordering this item, stop worrying and just do it. Your mouth will thank you.",X_train
3926,this is perfect for our little guy.  plan to use these for quite a while.,X_train
3927,"This product has a taste which is highly distinguishable from regular cane sugar. Although it may be healthier, the product does have a caramel like taste which I dislike. The sugar's colour also alters the colour of foods it has been added to; at-least the recipes I used.<br /><br />It is not bad, just not what I was hoping for.",X_train
3928,"I bought them for my husband, the chocoholic, who did not like them.  Well, I tried them too and agreed with him.",X_train
3929,"We have the Farm Animals tray and the Princess tray and love them both.  The different sections are the perfect size for a variety of foods, and the designs are well done.  I love that the name of each animal on this plate is written in French.  It is a fun way to introduce a foreign language to my toddlers. The quality of both trays is outstanding.  I can see them lasting for years.",X_train
3930,This blanket is super cozy for our little one and she just loves the monkey! Would definitely by this set again.,X_train
3931,All natural. No caffeine or chemical. No harmful side effects<br />•Over one billion cups served!<br />•Made in U.S.A.<br />•Each box contains 20 tea bags THREE BOXES of Triple Leaves Nutra-slim Tea 20 Tea Bags,X_train
3932,Its medium strength coffee with no particular identifiable flavor. Tested it in my new Starbucks Verismo Coffee maker. Doesn't work well.,X_train
3933,"I didn't personally like these very much.  I just bought them because they came with some other ones that I wanted.  The shipping took forever, but it may be worth it if you really like them.",X_train
3934,"I was very dubious such a simple design would be easy to use but they really are much much better than the hard plastic cases. Easy to access, easy to fill and keep wipes much wetter than our old hard cases",X_train
3935,"This is my favorite granola. Great taste, chewy, generous with nuts, natural ingredients, and the company has a wholesome and green attitude. Super! There is one significant caveat . . . they are very devious with the nutritional information, so beware!  The \\""serving size\\"" is listed as 1/4 cup, enough to feed a small bird. I always mix this with Post Shredded Wheat/Wheat'n Bran (and use soy milk), probably the most nutritious and honest cereal out there. Perhaps the only cereal with no sugar or sweeteners (or salt). Tasty and plenty of fiber, too. And reasonably priced. If you are concerned with healthy eating, don't pass Post Shredded Wheat, Wheat n'Bran by. It has a nice crunch and taste, though mixing it with Bear Naked Fruit and Nut makes for a more roundly delicious meal. The Post Shredded Wheat/Wheat'n Bran lists a serving as 1 1/4 cups. Realistic. Compare that to Bear Naked's 1/4 cup and you will see that Bear Naked, despite its great taste, is extremely caloric. 1 1/4 cups of Bear Naked has 35g of fat, or 55% of the Daily Value and 700 calories! 1 1/4 cups of the Post cereal has 2% of the Daily Value and 200 calories. So for taste and enjoyment I would give Bear Naked five stars, but for the dishonest nutritional information, I lower that to 3.",X_train
3936,My baby girl loved it! I would but another one if I had another little girl lol. Have recommended this product to several friends...,X_train
3937,Delightful!!:):) This was a Christmas present to our grandson and it was a big hit!! He is very much into dinosaurs.,X_train
3938,"For those who don't play well with sugar, this is the ring pop for you.   With four different flavors, there should be a pop in this bag that you enjoy. Sure ring pops tend to get slightly melted the longer you keep them on your finger, but these are a classic treat and hilarious to give as a gift.  They do not taste as good as regular ring pops, but they are still really good!",X_train
3939,My son does not like sitting on this seat. He doesn't feel stable. It also doesn't fit many toilets.,X_train
3940,"I know that the Trinidad Scorpion Chili was rated the newest hottest pepper in the world, but compared to the ghost chili it’s only second best. Don’t get me wrong it is still very hot, but not as hot as the Ghost Chili. I would still recommend you buy this hot sauce and try it yourself, it’s goes great with ceviche.",X_train
3941,The flavor of the sardines taste fresh and unsalty. I expected it to taste salty and fishy but it tasted greater and better than I thought. I would order more in the future.,X_train
3942,"Good times all around. My husband loved his new blankie. It helps him sleep, which is a miracle with the new baby (who won't stop crying!!! Arg!). We snuggle through the screams with the Spunky Huggybudyy",X_train
3943,"These bars are great but recently they changed packagaing and style, I get why less waste, better for the environment, etc.  But unfortunately for me, my autistic son recognized that they changed the packagaing and refuses to eat them now.  He used to love them and I also noticed the bar is more compact now and texture is different.  I still think they are good but unfortunately I will have to take them off my auto delivery service since they were purchased for my son.  The Bars were already delicious I just wish they wouldn't have changed them.  But I do recommend these they are delicious.",X_train
3944,Oh who doesn't remember Zotz!  If you liked them as a kid you will like them as an adult - just be sure to buy more so you can share with your children.  Same great flavor as years ago!,X_train
3945,My daughter got these for Christmas. The are cute but she normally passes this up and goes straight for her rubber fish.,X_train
3946,"Well.. i'm not sure what happened to the review for this product. The rest of the reviews are about hooks? these corner bumpers didn't work for me. It did not stay on the corners. Try Ikea, those worked for me.",X_train
3947,"I try to stay away from buying any meats that contain nitrites and I specifically read carefully through the description of the Wild Ride jerky, and here's a direct quote: \\""Wild Ride is made with all-natural ingredients with no preservatives, no MSG, and no nitrites.\\""    We haven't tasted it yet, so I can't attest to that, but I was very disappointed to read in the ingredients list that it contains: \\""Curing Salt (Salt, Sodium Nitrite).\\""    No worries if your not concerned about nitrites, but if you are, just know this product DOES contain nitrites.",X_train
3948,This is much stronger than the last double stroller that we bought.  We have not converted to the stand up yet but the frame is much thicker than most and it feels sturdy.  I would recommend this to anyone.  Right now it is holding a 3 month old and 19 month old.,X_train
3949,"My son is 20 months old. He loves it as a tent or play area. Not sure yet how he will do to sleep in it, since he is old enough to get up and crawl out. Will test it for naps and sleeping this June on beach trip.",X_train
3950,"These organic lollipops are an excellent way of getting 100% vitamin Cs. They're also a good alternative treat for the little ones instead of giving them sugar loaded lollipops. My family and I think that they taste rather well and comes in a variety of flavors. Also, Yummyearth makes gummis as well.<br /><br />Highly recommend.",X_train
3951,This is hands down my favorite pasta! You can't taste the difference between this and full carb pasta. They cook up very quick and can stand up to even heavy sauces.,X_train
3952,"For centuries drinkers of the natural spring water have been exhaling the benefits of the spring water claiming all sorts of health benefits. Probably versus drinking un pure water my guess. In 1908 Evian water began to be sold in glass bottles, and today post-consumer recycled PET plastic is a major part of the Evian bottling process to help conservation efforts, production and environmental.<br /><br />Great tasting spring water",X_train
3953,but have to say the flavors weren't very tasty.  Even my 7 and 9 yo boys (who aren't that picky when it comes to junk food/candy) weren't that thrilled.,X_train
3954,GREAT PRICE ....FAST SHIPPING....USED FOR DRINKS INSTEAD OF CUPS AT BABY SHOWER FOR MY DAUGTHER IN LAW...AWESOME THE PEOPLE LOVED IT.,X_train
3955,I really like the plane mint it is always so refreshing. the lemon mint was good  but you cant drink it all the time.,X_train
3956,"this is the only straw cup my son hasnt figured out how to make leak, or to destroy! the clicking lid also makes it impossible for the cup to spill due to momma error ;)",X_train
3957,I have purchased these in the past with little issue.  This time I received 5 packs of crumbs.  Didn't even come close to resembling the picture on the front of the package.  Even with great packaging the contents were able to move around inside the factory sealed package and damage every piece.  Absolutely delicious product but after shipping the presentation in a bowl resembled a litter box.,X_train
3958,This product is of quality species and the flavor and color are perfect.  The price is totally reasonable and the container is very handy.,X_train
3959,"I wanted to use this on my son's high chair, but the mat is too big to fit. When placed on the kitchen table it  slides around. It doesn't move as easily as if there were no mat, but the purpose of purchasing it was so it wouldn't move at all. The concept is great....only if it served it's purpose.",X_train
3960,"For the price this is great. Simple, easy to brew, and strong, this tea has a classic flavor. It’s nothing fancy, but in my opinion better than many comparable teas. I will continue to purchase.<br /><br />All my reviews are based on an unbiased and honest consideration of products results. I have not been given any free products or discounts. While, I love shopping Amazon, sometimes I feel reviews are suspiciously skewed in a positive direction... As most of us would agree the majority of products don’t do exactly what they say they are going to do... I thought I’d start writing some reviews of my own. If written honestly reviews are an invaluable resource for shoppers and potential buyers. Happy shopping!",X_train
3961,"Like many newborns, my daughter eventually gravitated to this blue doggie and the rest is history.  In order to be sure her \\""comfort\\"" was always taken care of I ordered 3 extra so that as these wear out through teething, and being dragged around all over our house.  Needless to say we now have 6 blue doggie fleece taggies in reserve.      Matt B",X_train
3962,"This stuff is PACKED with MSG.  After one bite my mouth was tingling...so much for all natural. As for the texture, some of it is nice and tender and other pieces are so tough they feel like they are going to break your teeth.",X_train
3963,"Had the bag in my cupboard for a couple of months, and then noticed weird little moths were always flying around when I opened it.  Went through everything and discovered they were in the goji berry bag.  Threw out the bag and no more moths.",X_train
3964,Above and beyond my expectations!  I've made chicken or pork ahead of time and served at buffet dinners and everyone asks how I made my special sauce.  I've even given the smaller bottles as gifs.,X_train
3965,"In a nutshell this is a GREAT stroller in every regard except that it's awful to steer and go over any form of bump. It's really light weight, has a food tray, and folds up very easily. But, I have decided to sell mine and get the city mini double b/c yesterday we hit a TINY bump in the sidewalk and the stroller came to a crashing halt and literally tipped over with both kids in it! The wheels are simply too small for the size of the stroller and unless you are walking on the street with no bumps, this thing is VERY difficult to manage and steer.    I like it for many reason, but that was the last straw. It shouldn't be that hard to push my two kids around. If they were smaller, maybe. But my 3 and 1 year old are simply too much weight (and they aren't big kids) to make this manageable.",X_train
3966,"Coffee grounds tasted used and burnt, took care of them exactly like instructions said, weird because they usually make good coffee",X_train
3967,"This makes a very good meatloaf without the high sodium.  My husband and I are on low sodium diet and missing many of our regular favorites.  Fortunately with this great seasoning, meatloaf won't  be one of them.",X_train
3968,"Very disappointed entirely too small its ridiculous i orderd a 3t and this looks more like a 12month, maybe even smaller this deserves no stars at all but it made me at least put one. Im so upset what a waste i wont order from that seller anymore",X_train
3969,"Running edit.. now, 2014, seats are STILL in great shape and we've converted them to a booster seat since our little one is getting bigger now.. seats are really excellent! All three of them are still in excellent condition!<br /><br />We own THREE of these. Love this seat!<br /><br />REVIEW: This seat is nice! Good quality through and through. I love the new latch system!! This will be the last chair we need for our little one since it grows with her! This chair even looks sporty!! We've had to raise the height of the chair now since our little one is growing.. VERY well engineered to do so, just pull the back part up and it latches down automatically.. very nice engineering!",X_train
3970,"I have used many different cloth diaper brands and styles, and these are by far my favorite! They rarely leak, I mean rarely. And if they do leak it is usually because I didn't stuff them properly (overnight) or they need to be stripped, which you must do with any cloth diaper to remove detergent build up. The price is not bad either. Bottom line, they are reliable, cute, and fit my big baby very well. If I ever have another baby I will only be using Charlie Banana diapers!",X_train
3971,Looks like a normal necklace. Son likes it. Uses it daily. Great idea for kids. Keeps their clothes and fingers out of their mouths.,X_train
3972,They are just the right size for smaller cupcakes  or any small baked goods. Loved them and they were not to hard to eat.,X_train
3973,"We put this crib together in about three hours. The directions were easy to follow, however I wish the hardware would have been labeled as well as the support beams. It was hard to differentiate between each beam in the picture. The crib was much larger than we anticipated but it was sturdy and of good quality. The drawers are sturdy and easy to manage without any gaps or catches in the opening and closing. We thought that the changing platform could have been thicker even though it does have a middle support beam. The colour was great and will match any decor. I was impressed with the response time for shipping and received it very quickly! The items were in good condition and all present. I would suggest using a ratcheting screw driver for assembly. It made things easier and quicker along with being easy on the wrist. I wouldn't suggest a drill, it might be too powerful and split the wood. In all, great product for the pricing and we look forward to using it!",X_train
3974,"I could not find the chocolate m & m pretzels in the grocery store, so of course I went straight to amazon.  Love these.",X_train
3975,I have been looking for this specific spice so happy I found it. Came packaged excellently and arrived very quickly in good shape.  Same great taste.,X_train
3976,Love affordable organic rice. I like to use brown rice in all sort of my cooking especially fried rice or steamed. The taste is very different from white rice or any other store brand rice you buy in general. This is the best way of eating healthy guys.,X_train
3977,These were perfect!! Got exactly what I expected. Could use them with ease and didn't stick to the packaging they came with. Adheres to cakes very well. Very good product I would by them again!!!,X_train
3978,"I had high hopes for this food grinder.  The fresh food feeder is okay--my 8-month old likes eating cantaloupe from it.  But I was very disappointed by the grinder.  Here's why:  1) The grinder is shaped awkwardly.  You have to hold onto the upright middle part of the grinder while pushing downward so the food gets pushed up to the grinding blade.  It can be hard to apply enough downward pressure to do this, and it's fatiguing to push down with one hand while grinding with the other.  2) It takes a lot of effort to grind just a little bit of food.  It took me about 2 minutes of grinding to get less than 1 ounce of ground green beans.  8 minutes of grinding by hand to get a 4-ounce feeding while the baby is hungry?  No thank you!  3) Ground food is too course for my 8-month old baby.  I tried feeding him two bites from the grinder, and he gagged so hard he almost threw up.  Maybe it's okay for babies eating \\""Stage 3\\"" foods, but not for younger babies.  4) The grinder is hard to disassemble.  During assembly, you rotate the metal disk into the base of the bowl so it doesn't come loose while grinding.  But there's no easy way to get the metal disk back out for cleaning.  I ended up having to use a fork to pry/rotate the metal disk out.    I'm taking the grinder back and getting a food processor instead.",X_train
3979,"I can't take a point off for its bulkiness since it's not a hidden attribute.  However, it is a nice bathing unit for my little guy, now that he sits up in the tubby.  I like that it offers a cushy support should he tip over.",X_train
3980,"I love these wrappers. Easy to follow directions. The wraps were easy to work with; they did not tear or get too sticky. They are<br />a nice size so you get an adequate filling. And, they taste good!",X_train
3981,Great product. Just wish the flap was magnetic instead of Velcro. Perfect bag fits all my stuff and camera tks a++,X_train
3982,It's a black tea with hints of strawberry - what's not to like? The box even comes with the ability to just tear off a flap and have the box act as a packet dispenser.,X_train
3983,"Healthy, delicious, well priced!  It's great to drink post workout or in between meals as a super snack drink.  We love it!",X_train
3984,i bought this for my husband for christmas and he just loves it.  it was fun to look through the box at all the different candy from the 50s.  it was like a blast from the past and brought up some good memories.  he really got a thrill out of the black waxed pipe candy cigarettes.,X_train
3985,"I like this item - very easy to get in and out of the car so if you need to switch it to a different car, there is no problem.  My grandson sits comfortably in it and has no problem falling asleep in it either.",X_train
3986,"This rice is delicious. It is easy to cook up any kind of rice dish with this delicious Basmati rice product.<br />I am pleased to see this here on Amazon, for a good price I have it delivered to my door.",X_train
3987,I was looking for a cloth-type seat that would allow my six month-old to sit in a chair and be fed without having an additional piece of furniture.  It fit the high-back leather chairs perfectly and my baby really enjoys eating in his chair.  The five-point harness makes me feel safe leaving him in it if I have to step away for a moment to get more food or answer the door.  I highly recommend this product and am completely satisfied.,X_train
3988,"I ordered sage valley Nutty Deluxe honey bars which are great, What I got was Nutty deluxe medley and when I tried one they were very old tasting.  expiration on the box was stamped 10/15 but there was another label date 06/08 hence the old taste. very disappointed they would ship something that was dated that old.",X_train
3989,My daughter enjoys playing with the lion.  The noise and swinging keep her attention.  The material appears to be durable (1 month) and battery has not died yet.,X_train
3990,I was very happy with the licorice.  I have brought it into the office and everyone thought it was wonderful.,X_train
3991,"This is such a cute set for a little girl.  We didn't want anything \\""commercial\\"" and this is just right.  Everything coordinates beautifully.  The only complaint I have is the pillow size (pillow case and sham).  They're standard sized pillow cases.  This is a toddler bedding set.  I would have liked to have a toddler sized pillow case come with it.  I'll have to buy that seperately, since I don't plan on letting my daughter use a standard size pillow for another couple years.  Other than that, it's wonderful.",X_train
3992,"We love this chair. It is easy to install and doesn't move at all (we are using the seatbelt install with the 5 point harness). My daughter says its comfortable - and - with Britax we know she is safe. So far, we have no complaints.",X_train
3993,i got this extension so i could put the gate up in my kitchen.. works great. love these gates. they are the best i have found.,X_train
3994,My husband loves this pudding.  The only reason why I didn't give this 5 stars is because each can that we received had a dent in it.,X_train
3995,"After reading other reviews, I played the odds...and I won! I got one of each shape as advertised, and my kids (ages 3 & 5) LOVE them. Unlike other cutters, these use the entire piece of bread, cutting off just the crust. You have to push pretty hard and wiggle and shake a little, but they cut cleanly through the bread, so the the shapes are crystal clear. Very happy!",X_train
3996,This is the greatest find of the year! No longer do I have to travel to Canada to get my fix or have friends mule me down cans of the ground coffee! This item forced my wife to buy a Keurig machine (which she always said she hated) and now we enjoy the Canadian national coffee every day.,X_train
3997,"My daughter is 16 wks, and she loves this. My husband is deployed overseas which leaves just me, and our 3 1/2 yr old, to put this together. It took me about 15 minutes not counting the time I had to use to help the baby some. I only found that the upper part of the leg was a bit tricky, but once I got the hang of the first one, it was easy sailing with the others. I'm very pleased with my purchase. I did not want something too busy or that had many bells and whistles. This was just enough for my little one. Much better than paying $99 for one of the other models! Great buy. Will update to comment on durabilty once we've had it for a while.",X_train
3998,"I'm a short person (5'2\\"") and I have no problem seeing over the handlebar.<br />The stroller is great, it's a little \\""sticky\\"" at first when folding and unfolding, you have to step down on it pretty hard to get it to unfold the first time.<br /><br />Other than that, I love it, and its great that they now accept the car seat. The basket is good, too!",X_train
3999,"I got this today and overall I'm happy.  My complaints are 1)that the foam cover on the push bar is already cracked 2)the under stroller cargo bag is smaller than I had hoped.  I can get our \\""going out all day\\"" diaper bag for two kids in there but I really have to cram it in and then it's hard to get to the things I need without taking older daughter off and pulling the whole thing out. 3) it would be nice if the older child had somewhere to put a sippy cup in the back. and 4)I'm not sure where I'm going to put shopping bags when we go to the mall, if I hung them from the push bar as I usually do they will be right in my daughters face.    On the plus side it is very sturdy, easy to put together and maneuvers easily.   I liked this option because it is slightly more compact than other double stroller options and is convenient since my daughter likes to walk a lot and I can get her on and off quickly.  It fits easily in my hyundai elantra hatchback with room to spare (I'm fighting getting a bigger vehicle tooth and nail), but i do have to take off the infant seat attachment and the sun shade to fit it most compactly.  I like that it comes in bright colors so that when we go for walks in the evening we are more visible to cars since we live in a town without adequate sidewalks in a lot of neighborhoods.",X_train
4000,"These are really good, my son loves them, when I went to order this time there was only one in stock, so I will wait until you get more",X_train
4001,Perfect size and design for the young lady in your life who likes butterflies and anything pretty. Functional and pretty.,X_train
4002,"Nicely padded but not overly bulky.  Easy to throw in the shopping cart..fits great!  I chose it for the \\""girly print\\""...cute!",X_train
4003,"This is a delicious curry powder, not to hot or too sweet but with a subtle tangy flavor. I use this curry in many of my bean and vegetable dishes. I will continue to order and use this curry powder",X_train
4004,This baby monitor is exactly what we need.  The sound only comes on if she makes a noise(there's no static when she's quiet). I love having video so I don't have to get up with every little sound she makes. Couldn't be happier!,X_train
4005,"I like the smaller cans. It's just regular Monster but in an 8 oz can. they're perfect for the lunchbox for work and fishing. The larger ones are too much to drink at once and then there is an open can laying around, and the xlarge cans with the screw lid are just to much all together.",X_train
4006,"I love our Aden & Anais swaddle blankets - they're great quality, so useful and very cute.  I thought this would be a perfect sleep sack for my baby since I already know and like the product.  The problem I found is that it's not that easy to get my squirmy baby's arms through the arms holes.  We  have the deedee brand sleep sack and a Dwell studio sleep sack (both too small now) and those both have snaps at the shoulders, which makes it MUCH easier to get a squirmy or very sleepy baby snuggled into the sleep sack.  I definitely have to recommend the snapping shoulder brands instead.",X_train
